R:\TRICKSFILES\S1-Vocab Learning\Data\S1-0122.emrg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExperimentName,Subject,Session,CEEXans,CEEXcorrect,CEEXfontcolor,ChineseInstru,Clock.Information,Display.RefreshRate,ECEXans,ECEXcorrect,ECEXfontcolor,Group,PIEXans,PIEXcorrect,PIEXfontcolor,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Block,Chinese[Block],Counterbalance,Counterbalance.Cycle,Counterbalance.Sample,English[Block],InitialStudy,InitialStudy.Cycle,InitialStudy.Sample,Procedure[Block],Running[Block],StudySlide.RESP,Trial,Procedure[Trial],RandomizationL1,RandomizationL1.Cycle,RandomizationL1.Sample,RandomizationL2,RandomizationL2.Cycle,RandomizationL2.Sample,RandomizationL3,RandomizationL3.Cycle,RandomizationL3.Sample,RandomizationL4,RandomizationL4.Cycle,RandomizationL4.Sample,Running[Trial],SubTrial,CE1,CE1.Cycle,CE1.Sample,CE2,CE2.Cycle,CE2.Sample,CE3,CE3.Cycle,CE3.Sample,CE4,CE4.Cycle,CE4.Sample,CEAns,CEcorrect,CECorrectAns,CEEnd,CEFeedback.RT,CEfontcolor,CEStart,Chinese[SubTrial],EC1,EC1.Cycle,EC1.Sample,EC2,EC2.Cycle,EC2.Sample,EC3,EC3.Cycle,EC3.Sample,EC4,EC4.Cycle,EC4.Sample,ECAns,ECcorrect,ECCorrectAns,ECEnd,ECfeedback.RT,ECfontcolor,ECStart,English[SubTrial],PI1,PI1.Cycle,PI1.Sample,PI2,PI2.Cycle,PI2.Sample,PI3,PI3.Cycle,PI3.Sample,PI4,PI4.Cycle,PI4.Sample,PIAns,PIcorrect,PICorrectAns,Picture,PIEnd,PIFeedback.RT,PIfontcolor,PIStart,Procedure[SubTrial],RE1,RE1.Cycle,RE1.Sample,RE2,RE2.Cycle,RE2.Sample,RE3,RE3.Cycle,RE3.Sample,RE4,RE4.Cycle,RE4.Sample,REChinese,REEnglish,RESlide.RT,Running[SubTrial]
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,10,ECL4,,,,,,,,,,1,3,10,RandomizationL4,6,,,,,,,,,,,,,,,,,,,,炫耀,,,,,,,,,,8,3,30,,Incorrect,炫耀,1188641,1225,red,1186361,Panache,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC4
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,10,ECL4,,,,,,,,,,1,3,10,RandomizationL4,7,,,,,,,,,,,,,,,,,,,,少量,,,,,,,,,,1,3,31,少量,Correct,少量,1195649,852,green,1190110,Piddling,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC4
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,10,ECL4,,,,,,,,,,1,3,10,RandomizationL4,8,,,,,,,,,,,,,,,,,,,,生气,,,,,,,,,,11,3,32,,Incorrect,生气,1201537,922,red,1196740,Rile,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC4
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,10,ECL4,,,,,,,,,,1,3,10,RandomizationL4,9,,,,,,,,,,,,,,,,,,,,破旧,,,,,,,,,,5,3,33,,Incorrect,破旧,1205184,3896,red,1202705,Ragged,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC4
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,10,ECL4,,,,,,,,,,1,3,10,RandomizationL4,10,,,,,,,,,,,,,,,,,,,,拥护,,,,,,,,,,7,3,34,,Incorrect,拥护,1212296,983,red,1209336,Countenance,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC4
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,10,ECL4,,,,,,,,,,1,3,10,RandomizationL4,11,,,,,,,,,,,,,,,,,,,,教授,,,,,,,,,,4,3,35,教授,Correct,教授,1216657,930,green,1213517,Don,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC4
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,10,ECL4,,,,,,,,,,1,3,10,RandomizationL4,12,,,,,,,,,,,,,,,,,,,,烦躁,,,,,,,,,,2,3,36,,Incorrect,烦躁,1219640,820,red,1217833,Irksome,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC4
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,1,,,,,,,,,,,,,,,,,,,,徽章,,,,,,,,,,,,,,,,,,,,Blazon,,,,,,,,,,,,,,,,,,,,,REProc,,,,3,3,25,,,,,,,徽章,Blazon,1190,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,2,,,,,,,,,,,,,,,,,,,,牢骚,,,,,,,,,,,,,,,,,,,,Gripe,,,,,,,,,,,,,,,,,,,,,REProc,,,,1,3,26,,,,,,,牢骚,Gripe,3092,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,3,,,,,,,,,,,,,,,,,,,,笨蛋,,,,,,,,,,,,,,,,,,,,Dullard,,,,,,,,,,,,,,,,,,,,,REProc,,,,12,3,27,,,,,,,笨蛋,Dullard,1136,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,4,,,,,,,,,,,,,,,,,,,,改变宗教,,,,,,,,,,,,,,,,,,,,Proselytize,,,,,,,,,,,,,,,,,,,,,REProc,,,,5,3,28,,,,,,,改变宗教,Proselytize,4592,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,5,,,,,,,,,,,,,,,,,,,,宁静,,,,,,,,,,,,,,,,,,,,Halcyon,,,,,,,,,,,,,,,,,,,,,REProc,,,,10,3,29,,,,,,,宁静,Halcyon,2528,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,6,,,,,,,,,,,,,,,,,,,,阴森,,,,,,,,,,,,,,,,,,,,Sepulchral,,,,,,,,,,,,,,,,,,,,,REProc,,,,7,3,30,,,,,,,阴森,Sepulchral,5961,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,7,,,,,,,,,,,,,,,,,,,,责骂,,,,,,,,,,,,,,,,,,,,Fulminate,,,,,,,,,,,,,,,,,,,,,REProc,,,,4,3,31,,,,,,,责骂,Fulminate,3443,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,8,,,,,,,,,,,,,,,,,,,,狂欢,,,,,,,,,,,,,,,,,,,,Revel,,,,,,,,,,,,,,,,,,,,,REProc,,,,6,3,32,,,,,,,狂欢,Revel,5047,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,9,,,,,,,,,,,,,,,,,,,,急救,,,,,,,,,,,,,,,,,,,,Paroxysm,,,,,,,,,,,,,,,,,,,,,REProc,,,,9,3,33,,,,,,,急救,Paroxysm,3580,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,10,,,,,,,,,,,,,,,,,,,,尖叫,,,,,,,,,,,,,,,,,,,,Squall,,,,,,,,,,,,,,,,,,,,,REProc,,,,2,3,34,,,,,,,尖叫,Squall,1349,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,11,,,,,,,,,,,,,,,,,,,,狂暴,,,,,,,,,,,,,,,,,,,,Rabid,,,,,,,,,,,,,,,,,,,,,REProc,,,,11,3,35,,,,,,,狂暴,Rabid,2331,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,11,REL4,,,,,,,,,,3,3,11,RandomizationL4,12,,,,,,,,,,,,,,,,,,,,预言,,,,,,,,,,,,,,,,,,,,Augur,,,,,,,,,,,,,,,,,,,,,REProc,,,,8,3,36,,,,,,,预言,Augur,9492,RE2
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,12,PIL4,,,,,,,,,,4,3,12,RandomizationL4,1,,,,,,,,,,,,,,,,,,,,粗鲁,,,,,,,,,,,,,,,,,,,,Gauche,7,3,25,,,,,,,,,,,Incorrect,Gauche,7.jpg,1271856,1502,red,1267014,PIProc,,,,,,,,,,,,,,,,PI1
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,12,PIL4,,,,,,,,,,4,3,12,RandomizationL4,2,,,,,,,,,,,,,,,,,,,,抗议,,,,,,,,,,,,,,,,,,,,Remonstrance,6,3,26,,,,,,,,,,,Incorrect,Remonstrance,6.jpg,1276144,3332,red,1273628,PIProc,,,,,,,,,,,,,,,,PI1
S1-VOCAB (4 trials),120,1,happy,Correct,green,"If you don't know how to type Chinese, please contact the experimenter","<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">820494510335</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T20:02:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心，快乐,Wrong,red,1,happy,Correct,green,156531708,1/22/20,12:02:21,8:02:21 PM,49,,4,2,1,,,,,L4,Counterbalance,,12,PIL4,,,,,,,,,,4,3,12,RandomizationL4,3,,,,,,,,,,,,,,,,,,,,篡改,,,,,,,,,,,,,,,,,,,,Garble,9,3,27,,,,,,,,,,,Incorrect,Garble,9.jpg,1284704,3328,red,1279743,PIProc,,,,,,,,,,,,,,,,PI1
