Subject,TrainingTask,FinalTestCondition,ResponseTime,Correct,Ans,CorrectAns,DanlinCode,FanqiCode,JasonCode,FinalCode
137,RE,EC,18.042,0,鸟鸣,偷懒,0,0,0,0
137,PI,EC,11.353,1,教授,教授,1,1,1,1
137,CE,EC,59.745,0,愚蠢,笨蛋,0.5,0.5,0.5,0.5
137,RE,EC,23.214,0,NA,兴奋,0,0,0,0
137,RE,EC,38.302,0,NA,安置,0,0,0,0
137,CE,EC,27.727,0,浸泡,责骂,0,0,0,0
137,EC,EC,33.793,0,鸟鸣,篡改,0,0,0,0
137,EC,EC,52.852,0,粗暴的,粗鲁,0.5,0.5,0.5,0.5
137,CE,EC,23.225,0,粗暴,牢骚,0,0,0,0
137,EC,EC,28.624,0,NA,狂饮,0,0,0,0
137,CE,EC,32.926,0,宁静的,宁静,1,1,1,1
137,PI,EC,18.054,0,强壮的,强壮,1,1,1,1
137,EC,EC,34.732,1,鲁莽,鲁莽,1,1,1,1
137,EC,EC,25.041,0,拿,质问,0,0,0,0
137,PI,EC,32.293,0,NA,诱骗,0,0,0,0
137,PI,EC,26.838,0,烦躁的,烦躁,1,1,1,1
137,EC,EC,31.682,0,破烂,闲聊,0,0,0,0
137,EC,EC,17.675,1,浸泡,浸泡,1,1,1,1
137,EC,EC,21.117,1,不适,不适,1,1,1,1
137,RE,EC,11.451,0,NA,损坏,0,0,0,0
137,PI,EC,19.761,0,炫耀的,炫耀,1,1,1,1
137,CE,EC,77.98,1,急救,急救,1,1,1,1
137,PI,EC,36.957,0,少量的,少量,0.5,1,1,1
137,RE,EC,8.882,0,可食用的,可饮用,0,0.5,0,0
137,CE,EC,42.604,1,改变宗教,改变宗教,1,1,1,1
137,CE,EC,27.132,0,暴怒的,狂暴,0.5,0.5,0,0.5
137,PI,EC,18.389,0,破烂,破旧,0.5,0.5,0.5,0.5
137,EC,EC,50.197,0,NA,抗议,0,0,0,0
137,EC,EC,25.698,0,NA,补偿,0,0,0,0
137,CE,EC,33.169,0,狂饮,狂欢,0,0,0.5,0
137,PI,EC,24.137,0,狂欢,生气,0,0,0,0
137,CE,EC,52.803,0,诡异的,阴森,0.5,0,0,0
137,RE,EC,8.908,0,浸泡,烤焦,0,0,0,0
137,CE,EC,19.775,1,尖叫,尖叫,1,1,1,1
137,RE,EC,10.602,0,NA,遗弃,0,0,0,0
137,RE,EC,12.687,0,NA,不快,0,0,0,0
137,RE,EC,11.191,0,NA,鸟鸣,0,0,0,0
137,PI,EC,26.876,0,NA,刚愎自用,0,0,0,0
137,RE,EC,13.535,0,诱骗,哄骗,0.5,0.5,0.5,0.5
139,CE,EC,44.825,0,k,渴望,0,0,0,0
139,EC,EC,51.174,0,安置,通知,0,0,0,0
139,RE,EC,48.169,0,代替物,附属物,0,0,0,0
139,PI,EC,49.193,1,预言,预言,1,1,1,1
139,PI,EC,42.096,1,徽章,徽章,1,1,1,1
139,EC,EC,71.842,0,贿赂,束缚,0,0,0,0
139,CE,EC,60.244,0,不记得,滑稽,0,0,0,0
139,CE,EC,45.368,1,拥护,拥护,1,1,1,1
139,RE,EC,20.766,0,泡泡,玩水,0,0,0,0
139,EC,EC,42.863,0,偷窃,偷懒,0,0,0,0
139,CE,EC,19.439,1,教授,教授,1,1,1,1
139,PI,EC,34.571,0,愚蠢的,笨蛋,0.5,0.5,0.5,0.5
139,EC,EC,36.18,1,兴奋,兴奋,1,1,1,1
139,EC,EC,46.985,1,安置,安置,1,1,1,1
139,PI,EC,48.926,0,指责,责骂,0.5,0.5,0.5,0.5
139,RE,EC,16.907,0,夺取,篡改,0,0,0,0
139,RE,EC,36.84,0,k,粗鲁,0,0,0,0
139,PI,EC,37.585,0,j,牢骚,0,0,0,0
139,RE,EC,21.938,1,狂饮,狂饮,1,1,1,1
139,PI,EC,54.153,0,l,宁静,0,0,0,0
139,CE,EC,32.063,0,寂静,强壮,0,0,0,0
139,RE,EC,14.278,0,莽撞,鲁莽,0.5,0.5,0.5,0.5
139,CE,EC,59.271,0,偷窃,诱骗,0,0,0,0
139,CE,EC,40.899,0,愤怒,烦躁,0,0,0,0
139,RE,EC,26.497,1,浸泡,浸泡,1,1,1,1
139,RE,EC,28.39,0,d,不适,0,0,0,0
139,EC,EC,110.544,0,l,损坏,0,0,0,0
139,CE,EC,40.731,0,l,炫耀,0,0,0,0
139,PI,EC,56.155,1,急救,急救,1,1,1,1
139,CE,EC,44.415,0,小的,少量,0.5,0.5,0.5,0.5
139,EC,EC,24.984,1,可饮用,可饮用,1,1,1,1
139,PI,EC,43.484,0,换宗教,改变宗教,1,0.5,0.5,0.5
139,PI,EC,30.945,0,j,狂暴,0,0,0,0
139,CE,EC,23.787,0,破损的,破旧,0.5,0.5,0.5,0.5
139,RE,EC,29.502,0,可代替的,抗议,0,0,0,0
139,RE,EC,15.992,0,需求,补偿,0,0,0,0
139,PI,EC,44.247,0,愤怒,狂欢,0,0,0,0
139,CE,EC,38.947,0,l,生气,0,0,0,0
139,PI,EC,54.609,0,恐怖的,阴森,0.5,0.5,0,0.5
139,EC,EC,28.486,1,烤焦,烤焦,1,1,1,1
139,PI,EC,37.911,0,惊叫,尖叫,0.5,0.5,0.5,0.5
139,EC,EC,29.299,0,抛弃,遗弃,0.5,0.5,0.5,0.5
139,EC,EC,23.073,1,不快,不快,1,1,1,1
139,EC,EC,42.977,0,j,鸟鸣,0,0,0,0
139,CE,EC,55.672,0,不可值,刚愎自用,0,0,0,0
139,EC,EC,117.928,0,兴奋,哄骗,0,0,0,0
140,EC,CE,29.434,1,agog,Agog,1,1,1,1
140,CE,CE,17.485,1,apprise,Apprise,1,1,1,1
140,PI,CE,33.025,0,appurtine,Appurtenance,0,0.5,0,0
140,RE,CE,4.185,1,augur,Augur,1,1,1,1
140,RE,CE,4.265,0,blacon,Blazon,0.5,0.5,0.5,0.5
140,CE,CE,22.923,0,bridle,Bridle,1,0.5,1,1
140,EC,CE,13.167,0,caricture,Caricature,0.5,0.5,0.5,0.5
140,EC,CE,13.447,1,countenance,Countenance,1,1,1,1
140,PI,CE,13.66,1,dabble,Dabble,1,1,1,1
140,CE,CE,21.121,0,j,Dawdle,0,0,0,0
140,EC,CE,10.406,0,professor,Don,0,0,0,0
140,RE,CE,3.473,0,dullhead,Dullard,0,0.5,0,0
140,CE,CE,34.182,1,effervesce,Effervesce,1,1,1,1
140,CE,CE,18.783,0,scrone,Ensconce,0,0.5,0,0
140,RE,CE,6.178,1,fulminate,Fulminate,1,1,1,1
140,PI,CE,28.096,1,garble,Garble,1,1,1,1
140,PI,CE,25.895,1,gauche,Gauche,1,1,1,1
140,RE,CE,7.371,0,r,Gripe,0,0,0,0
140,PI,CE,22.849,1,guzzle,Guzzle,1,1,1,1
140,RE,CE,5.611,0,halycon,Halcyon,0.5,0.5,0.5,0.5
140,EC,CE,24.57,0,heal,Hale,0,0,0,0
140,PI,CE,17.743,1,headlong,Headlong,1,1,1,1
140,PI,CE,14.461,1,heckle,Heckle,1,1,1,1
140,EC,CE,16.342,0,i,Inveigle,0,0,0,0
140,EC,CE,20.216,0,umbrage,Irksome,0,0,0,0
140,PI,CE,20.469,1,jabber,Jabber,1,1,1,1
140,PI,CE,25.697,1,macerate,Macerate,1,1,1,1
140,PI,CE,18.542,1,malaise,Malaise,1,1,1,1
140,CE,CE,31.509,0,d,Mangle,0,0,0,0
140,EC,CE,11.461,0,prochey,Panache,0,0,0,0
140,RE,CE,6.225,0,proxym,Paroxysm,0,0.5,0,0
140,EC,CE,15.016,0,piptual,Piddling,0,0,0,0
140,CE,CE,12.241,1,potable,Potable,1,1,1,1
140,RE,CE,14.155,0,proctyize,Proselytize,0,0.5,0.5,0.5
140,RE,CE,3.653,0,rage,Rabid,0,0,0,0
140,EC,CE,17.985,1,ragged,Ragged,1,1,1,1
140,PI,CE,38.448,0,remonstrone,Remonstrance,0,0.5,0.5,0.5
140,PI,CE,24.814,1,requite,Requite,1,1,1,1
140,RE,CE,4.693,0,guzzle,Revel,0,0,0,0
140,EC,CE,17.561,0,rail,Rile,0,0,0,0
140,RE,CE,6.694,0,scrolet,Sepulchral,0,0,0,0
140,CE,CE,18.754,1,singe,Singe,1,1,1,1
140,RE,CE,6.817,0,s,Squall,0,0,0,0
140,CE,CE,12.008,1,strand,Strand,1,1,1,1
140,CE,CE,16.091,0,r,Umbrage,0,0,0,0
140,CE,CE,12.298,1,warble,Warble,1,1,1,1
140,EC,CE,15.799,1,wayward,Wayward,1,1,1,1
140,CE,CE,22.804,0,cajole,Wheedle,0,0,0,0
141,PI,EC,26.326,0,天真,渴望,0,0,0,0
141,RE,EC,16.972,0,补偿,通知,0,0,0,0
141,EC,EC,35.866,0,闲置,附属物,0,0,0,0
141,CE,EC,26.01,0,狂怒,预言,0,0,0,0
141,CE,EC,12.754,0,狂怒,徽章,0,0,0,0
141,RE,EC,7.568,0,极少,束缚,0,0,0,0
141,PI,EC,23.675,0,讽刺 嘲讽,滑稽,0,0,0,0
141,PI,EC,33.321,0,反对,拥护,0,0,0,0
141,EC,EC,28.524,0,抱怨,玩水,0,0,0,0
141,RE,EC,11.921,0,胆小的,偷懒,0,0,0,0
141,PI,EC,14.099,1,教授,教授,1,1,1,1
141,CE,EC,21.613,0,枯草乏味的,笨蛋,0,0,0,0
141,RE,EC,14.545,0,极其兴奋的,兴奋,0.5,0.5,0.5,0.5
141,RE,EC,19.64,0,配置,安置,0.5,0,0,0
141,CE,EC,24.101,0,哄骗,责骂,0,0,0,0
141,EC,EC,25.945,0,鲁莽的,篡改,0,0,0,0
141,EC,EC,31.088,0,闲聊 抱怨,粗鲁,0,0,0,0
141,CE,EC,28.864,0,极少,牢骚,0,0,0,0
141,EC,EC,23.864,0,鲁莽的,狂饮,0,0,0,0
141,CE,EC,25.814,0,讽刺,宁静,0,0,0,0
141,PI,EC,22.845,0,狂欢,强壮,0,0,0,0
141,EC,EC,18.293,0,鲁莽的,鲁莽,1,1,1,1
141,EC,EC,19.106,0,欺骗,质问,0,0,0,0
141,PI,EC,21.103,0,哄骗,诱骗,0.5,0.5,0.5,0.5
141,PI,EC,28.538,0,恼怒地,烦躁,0,0,0,0
141,EC,EC,29.309,0,闲聊 抱怨,闲聊,0.5,0.5,0.5,0.5
141,EC,EC,30.246,0,不适,浸泡,0,0,0,0
141,EC,EC,24.904,0,恶意的,不适,0,0,0,0
141,RE,EC,18.017,0,缠绕,损坏,0,0,0,0
141,PI,EC,22.558,0,讽刺,炫耀,0,0,0,0
141,CE,EC,19.468,0,欺骗,急救,0,0,0,0
141,PI,EC,27.858,0,极少的,少量,0.5,0.5,0.5,0.5
141,RE,EC,17.372,0,可饮用的,可饮用,1,1,1,1
141,CE,EC,20.101,0,改变信仰的,改变宗教,0.5,0.5,0.5,0.5
141,CE,EC,19.511,0,狂乱的,狂暴,0.5,0.5,0,0.5
141,PI,EC,18.334,0,破旧的,破旧,1,1,1,1
141,EC,EC,19.563,0,拥护,抗议,0,0,0,0
141,EC,EC,28.09,0,赔偿,补偿,0.5,0.5,0.5,0.5
141,CE,EC,16.566,0,破旧的,狂欢,0,0,0,0
141,PI,EC,23.409,0,狂乱的,生气,0,0,0,0
141,CE,EC,21.956,0,改变信仰的,阴森,0,0,0,0
141,RE,EC,28.846,0,圣人,烤焦,0,0,0,0
141,CE,EC,16.769,0,很多,尖叫,0,0,0,0
141,RE,EC,16.608,0,闲置,遗弃,0,0,0,0
141,RE,EC,19.822,0,破旧的,不快,0,0,0,0
141,RE,EC,11.844,0,乱说,鸟鸣,0,0,0,0
141,PI,EC,24.225,0,刚愎自用的,刚愎自用,1,1,1,1
141,RE,EC,18.05,0,鲁莽的,哄骗,0,0,0,0
142,RE,CE,9.474,0,au,Agog,0,0,0,0
142,PI,CE,22.422,0,xxx,Apprise,0,0,0,0
142,CE,CE,11.929,0,dont remember,Appurtenance,0,0,0,0
142,EC,CE,23.395,1,augur,Augur,1,1,1,1
142,EC,CE,16.992,0,xxxx,Blazon,0,0,0,0
142,PI,CE,34.117,0,bridle,Bridle,1,0.5,1,1
142,RE,CE,4.312,0,xxx,Caricature,0,0,0,0
142,RE,CE,7.544,0,xxxx,Countenance,0,0,0,0
142,CE,CE,23.482,0,dweedle,Dabble,0,0,0,0
142,PI,CE,29.265,0,xxxx,Dawdle,0,0,0,0
142,RE,CE,10.554,1,don,Don,1,1,1,1
142,EC,CE,22.98,0,dull,Dullard,0.5,0,0.5,0.5
142,PI,CE,30.217,0,xxxx,Effervesce,0,0,0,0
142,PI,CE,25.659,0,en,Ensconce,0,0,0,0
142,EC,CE,23.635,0,fer,Fulminate,0,0,0,0
142,CE,CE,18.069,0,xxxx,Garble,0,0,0,0
142,CE,CE,20.111,0,xxxx,Gauche,0,0,0,0
142,EC,CE,23.871,0,xxxxx,Gripe,0,0,0,0
142,CE,CE,15.883,0,NA,Guzzle,0,0,0,0
142,EC,CE,18.944,0,xxx,Halcyon,0,0,0,0
142,RE,CE,4.312,0,xxx,Hale,0,0,0,0
142,CE,CE,33.055,1,headlong,Headlong,1,1,1,1
142,CE,CE,8.338,0,xxxxx,Heckle,0,0,0,0
142,RE,CE,7.321,0,xxx,Inveigle,0,0,0,0
142,RE,CE,5.259,0,xxxx,Irksome,0,0,0,0
142,CE,CE,14.346,0,dont remember,Jabber,0,0,0,0
142,CE,CE,21.031,1,macerate,Macerate,1,1,1,1
142,CE,CE,13.55,0,xxxx,Malaise,0,0,0,0
142,PI,CE,17.191,0,xxx,Mangle,0,0,0,0
142,RE,CE,4.816,0,xxx,Panache,0,0,0,0
142,EC,CE,20.712,0,po,Paroxysm,0,0,0,0
142,RE,CE,12.978,0,xxx,Piddling,0,0,0,0
142,PI,CE,14.877,1,potable,Potable,1,1,1,1
142,EC,CE,21.759,0,per,Proselytize,0,0,0,0
142,EC,CE,16.47,0,xxx,Rabid,0,0,0,0
142,RE,CE,11.615,0,xxxx,Ragged,0,0,0,0
142,CE,CE,12.264,0,re,Remonstrance,0,0,0,0
142,CE,CE,13.166,0,rexxxx,Requite,0,0,0,0
142,EC,CE,25.095,0,xxxx,Revel,0,0,0,0
142,RE,CE,8.196,0,xxx,Rile,0,0,0,0
142,EC,CE,17.537,0,NA,Sepulchral,0,0,0,0
142,PI,CE,17.221,0,xxxx,Singe,0,0,0,0
142,EC,CE,14.465,0,all,Squall,0,0,0,0
142,PI,CE,14.197,0,xxx,Strand,0,0,0,0
142,PI,CE,23.675,0,xxx,Umbrage,0,0,0,0
142,PI,CE,24.536,0,weedle,Warble,0,0.5,0,0
142,RE,CE,17.108,0,xxxx,Wayward,0,0,0,0
142,PI,CE,20.871,0,xxxx,Wheedle,0,0,0,0
144,EC,CE,17.397,0,despire,Agog,0,0,0,0
144,CE,CE,18.549,0,informati,Apprise,0,0,0,0
144,PI,CE,46.119,0,appurtence,Appurtenance,0,0.5,0.5,0.5
144,RE,CE,5.534,0,prorhine,Augur,0,0,0,0
144,RE,CE,3.161,0,brazon,Blazon,0.5,0.5,0.5,0.5
144,CE,CE,33.085,0,bundle,Bridle,0,0.5,0,0
144,EC,CE,18.415,0,o,Caricature,0,0,0,0
144,EC,CE,20.252,0,consp,Countenance,0,0,0,0
144,PI,CE,22.276,0,dabbler,Dabble,0.5,0.5,0.5,0.5
144,CE,CE,22.78,0,ch,Dawdle,0,0,0,0
144,EC,CE,16.849,0,dpn,Don,0.5,0.5,0,0.5
144,RE,CE,4.275,0,dubler,Dullard,0,0,0,0
144,CE,CE,30.369,0,enfreeize,Effervesce,0,0,0,0
144,CE,CE,10.431,0,set,Ensconce,0,0,0,0
144,RE,CE,7.02,0,scold,Fulminate,0,0,0,0
144,PI,CE,21.397,0,reminstre,Garble,0,0,0,0
144,PI,CE,29.913,0,cha,Gauche,0,0,0,0
144,RE,CE,3.93,0,complain,Gripe,0,0,0,0
144,PI,CE,34.357,0,zipple,Guzzle,0,0,0,0
144,RE,CE,8.542,0,qiet,Halcyon,0,0,0,0
144,EC,CE,20.653,0,wa,Hale,0,0,0,0
144,PI,CE,26.56,0,gauche,Headlong,0,0,0,0
144,PI,CE,11.16,0,cha,Heckle,0,0,0,0
144,EC,CE,22.668,0,guilble,Inveigle,0,0,0,0
144,EC,CE,42.988,0,arrogant,Irksome,0,0,0,0
144,PI,CE,22.258,0,jabble,Jabber,0.5,0.5,0,0.5
144,PI,CE,30.202,0,macrine,Macerate,0,0,0,0
144,PI,CE,21.748,0,un,Malaise,0,0,0,0
144,CE,CE,15.667,0,dama,Mangle,0,0,0,0
144,EC,CE,21.583,0,g,Panache,0,0,0,0
144,RE,CE,4.963,0,proxmay,Paroxysm,0,0.5,0,0
144,EC,CE,19.511,0,si,Piddling,0,0,0,0
144,CE,CE,25.004,1,potable,Potable,1,1,1,1
144,RE,CE,9.956,0,remin,Proselytize,0,0,0,0
144,RE,CE,3.618,0,firence,Rabid,0,0,0,0
144,EC,CE,23.188,0,rugged,Ragged,0.5,0.5,0,0.5
144,PI,CE,29.322,0,remonsturance,Remonstrance,0.5,0.5,0.5,0.5
144,PI,CE,31.506,0,requiet,Requite,0.5,0.5,0.5,0.5
144,RE,CE,7.308,0,jap,Revel,0,0,0,0
144,EC,CE,26.617,0,angor,Rile,0,0,0,0
144,RE,CE,4.018,0,minstur,Sepulchral,0,0,0,0
144,CE,CE,27.045,1,singe,Singe,1,1,1,1
144,RE,CE,3.473,1,squall,Squall,1,1,1,1
144,CE,CE,16.972,0,abandon,Strand,0,0,0,0
144,CE,CE,15.245,0,unpleasure,Umbrage,0,0,0,0
144,CE,CE,32.899,0,swing,Warble,0,0,0,0
144,EC,CE,38.099,1,wayward,Wayward,1,1,1,1
144,CE,CE,20.18,0,guill,Wheedle,0,0,0,0
146,RE,CE,2.299,0,idk,Agog,0,0,0,0
146,PI,CE,25.728,1,apprise,Apprise,1,1,1,1
146,CE,CE,23.858,0,Countanance,Appurtenance,0,0,0,0
146,EC,CE,8.789,1,augur,Augur,1,1,1,1
146,EC,CE,9.948,1,BLAZON,Blazon,1,1,1,1
146,PI,CE,19.278,0,IDK,Bridle,0,0,0,0
146,RE,CE,9.266,0,idk,Caricature,0,0,0,0
146,RE,CE,5.711,0,countanance,Countenance,0.5,0.5,0.5,0.5
146,CE,CE,18.182,0,warble,Dabble,0,0,0,0
146,PI,CE,12.09,0,gauche,Dawdle,0,0,0,0
146,RE,CE,2.265,1,don,Don,1,1,1,1
146,EC,CE,9.957,0,g,Dullard,0,0,0,0
146,PI,CE,15.855,0,idk,Effervesce,0,0,0,0
146,PI,CE,16.675,0,idk,Ensconce,0,0,0,0
146,EC,CE,11.367,0,idk,Fulminate,0,0,0,0
146,CE,CE,9.562,0,IDK,Garble,0,0,0,0
146,CE,CE,14.704,0,NA,Gauche,0,0,0,0
146,EC,CE,9.822,0,IDK,Gripe,0,0,0,0
146,CE,CE,16.478,0,revel,Guzzle,0,0,0,0
146,EC,CE,15.146,0,IDK,Halcyon,0,0,0,0
146,RE,CE,3.687,0,idk,Hale,0,0,0,0
146,CE,CE,34.454,0,IDK,Headlong,0,0,0,0
146,CE,CE,9.656,0,IDK,Heckle,0,0,0,0
146,RE,CE,2.967,0,idk,Inveigle,0,0,0,0
146,RE,CE,3.783,0,idk,Irksome,0,0,0,0
146,CE,CE,14.395,0,Girbble,Jabber,0,0,0,0
146,CE,CE,12.773,0,NA,Macerate,0,0,0,0
146,CE,CE,18.787,1,malaise,Malaise,1,1,1,1
146,PI,CE,15.006,1,mangle,Mangle,1,1,1,1
146,RE,CE,3.022,0,idk,Panache,0,0,0,0
146,EC,CE,24.904,0,paraoxym,Paroxysm,0,0.5,0.5,0.5
146,RE,CE,3.267,0,idk,Piddling,0,0,0,0
146,PI,CE,10.293,1,potable,Potable,1,1,1,1
146,EC,CE,18.008,0,palazys,Proselytize,0,0,0,0
146,EC,CE,19.356,1,rabid,Rabid,1,1,1,1
146,CE,CE,18.116,0,as,Remonstrance,0,0,0,0
146,CE,CE,19.78,1,requite,Requite,1,1,1,1
146,EC,CE,22.713,1,revel,Revel,1,1,1,1
146,RE,CE,2.301,0,idk,Rile,0,0,0,0
146,EC,CE,11.071,0,IDK,Sepulchral,0,0,0,0
146,PI,CE,10.218,1,singe,Singe,1,1,1,1
146,EC,CE,13.567,0,IDK,Squall,0,0,0,0
146,PI,CE,14.155,0,idk,Strand,0,0,0,0
146,PI,CE,10.161,0,idk,Umbrage,0,0,0,0
146,PI,CE,15.566,0,gizzle,Warble,0,0,0,0
146,RE,CE,4.631,0,idk,Wayward,0,0,0,0
146,PI,CE,15.223,1,wheedle,Wheedle,1,1,1,1
147,CE,EC,55.85,1,渴望,渴望,1,1,1,1
147,EC,EC,46.965,1,通知,通知,1,1,1,1
147,RE,EC,14.907,0,称赞,附属物,0,0,0,0
147,PI,EC,68.937,0,渴望,预言,0,0,0,0
147,PI,EC,37.983,0,勋章,徽章,0.5,0.5,0.5,0.5
147,EC,EC,42.496,0,兴奋的,束缚,0,0,0,0
147,CE,EC,57.466,0,滑稽的,滑稽,1,1,1,1
147,CE,EC,71.46,0,通知,拥护,0,0,0,0
147,RE,EC,11.63,1,玩水,玩水,1,1,1,1
147,EC,EC,36.14,0,闲逛,偷懒,0,0,0,0
147,CE,EC,48.551,1,教授,教授,1,1,1,1
147,PI,EC,66.228,0,愚蠢的,笨蛋,0.5,0.5,0.5,0.5
147,EC,EC,33.786,0,热烈,兴奋,0,0,0,0
147,EC,EC,54.72,0,拥护,安置,0,0,0,0
147,PI,EC,45.034,0,责备,责骂,0.5,0.5,0.5,0.5
147,RE,EC,10.798,0,闲逛,篡改,0,0,0,0
147,RE,EC,18.719,0,粗俗的,粗鲁,0,0.5,0.5,0.5
147,PI,EC,53.124,0,捆绑,牢骚,0,0,0,0
147,RE,EC,15.232,0,愤怒,狂饮,0,0,0,0
147,PI,EC,39.005,0,宁静的,宁静,1,1,1,1
147,CE,EC,24.195,0,健壮的,强壮,0.5,0.5,0.5,0.5
147,RE,EC,12.063,0,鲁莽的,鲁莽,1,1,1,1
147,RE,EC,15.114,0,勒索,质问,0,0,0,0
147,CE,EC,65.991,0,诈骗,诱骗,0.5,0.5,0.5,0.5
147,CE,EC,60.115,0,愤怒的,烦躁,0,0.5,0,0
147,RE,EC,25.469,1,闲聊,闲聊,1,1,1,1
147,RE,EC,16.058,0,束缚,浸泡,0.5,0,0,0
147,RE,EC,23.409,0,有害的,不适,0,0,0,0
147,EC,EC,34.07,0,愤怒,损坏,0,0,0,0
147,CE,EC,46.757,0,惊慌,炫耀,0,0,0,0
147,PI,EC,50.848,1,急救,急救,1,1,1,1
147,CE,EC,91.846,1,少量,少量,1,1,1,1
147,EC,EC,36.558,1,可饮用,可饮用,1,1,1,1
147,PI,EC,78.658,1,改变宗教,改变宗教,1,1,1,1
147,PI,EC,54.684,0,愤怒的,狂暴,0,0.5,0.5,0.5
147,CE,EC,45.332,0,破旧的,破旧,1,1,1,1
147,RE,EC,13.482,0,拥护,抗议,0,0,0,0
147,RE,EC,8.098,0,要求,补偿,0,0,0,0
147,PI,EC,60.571,0,热烈的,狂欢,0,0,0,0
147,CE,EC,41.791,0,愤怒,生气,0.5,0.5,0,0.5
147,PI,EC,62.364,0,斥责,阴森,0,0,0,0
147,EC,EC,32.394,0,烧焦,烤焦,0.5,0.5,0.5,0.5
147,PI,EC,58.66,1,尖叫,尖叫,1,1,1,1
147,EC,EC,43.425,0,束缚,遗弃,0,0,0,0
147,EC,EC,48.908,0,破损,不快,0,0,0,0
147,EC,EC,44.361,0,清闲的,鸟鸣,0,0,0,0
147,CE,EC,40.889,0,吹嘘,刚愎自用,0,0,0,0
147,EC,EC,32.49,0,无趣的,哄骗,0,0,0,0
149,PI,EC,26.699,0,NA,渴望,0,0,0,0
149,RE,EC,13.489,0,NA,通知,0,0,0,0
149,EC,EC,15.156,0,NA,附属物,0,0,0,0
149,CE,EC,11.375,0,NA,预言,0,0,0,0
149,CE,EC,10.07,0,NA,徽章,0,0,0,0
149,RE,EC,16.89,0,NA,束缚,0,0,0,0
149,PI,EC,20.728,0,威望,拥护,0,0,0,0
149,RE,EC,9.354,0,NA,偷懒,0,0,0,0
149,PI,EC,16.418,1,教授,教授,1,1,1,1
149,CE,EC,22.822,0,愚蠢,笨蛋,0.5,0.5,0.5,0.5
149,RE,EC,25.014,0,NA,兴奋,0,0,0,0
149,RE,EC,13.093,0,NA,安置,0,0,0,0
149,CE,EC,15.851,0,NA,责骂,0,0,0,0
149,EC,EC,18.591,0,鸟鸣,篡改,0,0,0,0
149,EC,EC,24.781,0,NA,粗鲁,0,0,0,0
149,CE,EC,7.488,0,NA,牢骚,0,0,0,0
149,EC,EC,17.271,0,NA,狂饮,0,0,0,0
149,CE,EC,14.817,0,NA,宁静,0,0,0,0
149,PI,EC,14.057,0,凶猛,强壮,0,0,0,0
149,EC,EC,18.519,0,粗鲁的,鲁莽,0,0.5,0.5,0.5
149,EC,EC,21.411,0,闲聊,质问,0,0,0,0
149,PI,EC,20.395,0,NA,诱骗,0,0,0,0
149,PI,EC,13.975,0,NA,烦躁,0,0,0,0
149,EC,EC,21.173,1,闲聊,闲聊,1,1,1,1
149,EC,EC,15.773,1,浸泡,浸泡,1,1,1,1
149,EC,EC,15.44,0,NA,不适,0,0,0,0
149,RE,EC,4.892,0,NA,损坏,0,0,0,0
149,PI,EC,17.398,0,NA,炫耀,0,0,0,0
149,CE,EC,12.023,0,NA,急救,0,0,0,0
149,PI,EC,26.501,0,NA,少量,0,0,0,0
149,RE,EC,4.936,0,可饮用的,可饮用,1,1,1,1
149,CE,EC,24.947,0,NA,改变宗教,0,0,0,0
149,CE,EC,16.477,0,残暴,狂暴,0,0.5,0.5,0.5
149,EC,EC,11.514,0,NA,抗议,0,0,0,0
149,EC,EC,12.942,0,NA,补偿,0,0,0,0
149,CE,EC,19.524,0,NA,狂欢,0,0,0,0
149,PI,EC,15.827,0,NA,生气,0,0,0,0
149,CE,EC,10.261,0,NA,阴森,0,0,0,0
149,RE,EC,12.528,0,NA,烤焦,0,0,0,0
149,CE,EC,11.036,0,NA,尖叫,0,0,0,0
149,RE,EC,10.453,0,NA,遗弃,0,0,0,0
149,RE,EC,27.389,0,NA,不快,0,0,0,0
149,RE,EC,5.063,0,NA,鸟鸣,0,0,0,0
149,PI,EC,12.928,0,愚蠢,刚愎自用,0,0,0,0
149,RE,EC,9.151,0,NA,哄骗,0,0,0,0
151,CE,EC,22.475,1,渴望,渴望,1,1,1,1
151,EC,EC,20.248,1,通知,通知,1,1,1,1
151,RE,EC,7.68,0,不记得,附属物,0,0,0,0
151,PI,EC,14.554,1,预言,预言,1,1,1,1
151,PI,EC,19.267,1,徽章,徽章,1,1,1,1
151,CE,EC,37.56,1,滑稽,滑稽,1,1,1,1
151,CE,EC,18.944,0,支持,拥护,0.5,0.5,0.5,0.5
151,RE,EC,16.189,1,玩水,玩水,1,1,1,1
151,EC,EC,24.191,0,懒惰,偷懒,0.5,0.5,0.5,0.5
151,CE,EC,14.205,1,教授,教授,1,1,1,1
151,PI,EC,33.959,1,笨蛋,笨蛋,1,1,1,1
151,EC,EC,41.741,1,兴奋,兴奋,1,1,1,1
151,EC,EC,18.371,1,安置,安置,1,1,1,1
151,PI,EC,21.729,1,责骂,责骂,1,1,1,1
151,RE,EC,16.419,0,狂饮,篡改,0,0,0,0
151,RE,EC,11.706,0,狂欢,粗鲁,0,0,0,0
151,PI,EC,29.528,0,闲聊,牢骚,0,0,0,0
151,RE,EC,4.077,0,狂欢,狂饮,0.5,0,0,0
151,PI,EC,22.534,1,宁静,宁静,1,1,1,1
151,CE,EC,29.885,1,强壮,强壮,1,1,1,1
151,RE,EC,10.622,0,头铁,鲁莽,0,0,0,0
